DataFrameID,key,refID,title,authors,year,month,day,doi,pubmed_id,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,InVivo,MaterialProperties,FabricationMethods,Benchtop,pub_decade,SubjectsCount,Species,Strain,Sex,Implant_Location,Implant_Devices_per_Animal,Implant_Speed_mm/s,Implant_Depth_mm,Insertion_Aid,Max_Insertion_Force_mN,Implant_Duration_days,Implant_Duration_wks,DeviceID,Device_Substrate,Number_Shanks,Number_Channels,SiC_film_thickness_nm,Echem_Configuration,Reference_Electrode,Refernece_Location,Counter_Electrode,Counter_Location,ElectrodeSite_Material,Electrode_Diameter_um,Electrode_Length_um,Electrode_Width_um,Electrode_Area_um2,Device_ShankDiameter_um,Device_Shank_Pitch_um,Device_ShankLength_mm,Device_ShankWidth_um,Device_ShankThickness_um,Device_Xsection_Area_um2,Insertion_Tissue_DimpleDepth_avg_um,Insertion_Tissue_DimpleDepth_std_um,InsertionForce_max(Fm)_mN,PenetrationForce(Fp)_mN,InsertionForce_steadystate(Fs)_mN,InsertionForce_RelaxationRate_uN/s,Stim-Record_Electrode_Distance_mm,Stimulation_Location,Stimulation_Configuration,Stimulation_Total_Time_hr,Stimulation_Sessions_per_day,Stimulation_Session_Duration_min,Stimulation_Duration_s,Stimulation_Pulses,Stimulation_Qph_nC/ph,Stimulation_Current_uA,Stimulation_Pulse_Width_us,Stimulation_IPdelay_us,Stimulation_Rate_pps,CMAP_Recording_Location,CMAP_mV,VT_Qinj_mc/cm^2,VT_Vdrive_V,VT_Emc_V,Impedance_Method,EIS_low_limit_Hz,EIS_high_limit_Hz,Impedance_1Hz_Mohm,Impedance_5Hz_Mohm,Impedance_10Hz_Mohm,Impedance_50Hz_Mohm,Impedance_100Hz_Mohm,Impedance_1kHz_Mohm,Impedance_10kHz_kohm,Impedance_30kHz_kohm,CV_low_limit_V,CV_high_limit_V,CSCc_0.05V/s,CSCc_50V/s,Encapsulation_Thickness_SiC_um,Encapsulation_Thickness_Control_um,Functional_Channels_count,Functional_Channels_%,Recording_ReferenceElectrode,Recording_ReferenceElectrode_Location,Recording_SamplingRate_kHz,Recording_Active_Electrode_Yield_(AEY)_%,Recording_Signal_to_Noise_Ratio_(SNR),Recording_Peak-to-Peak_Voltage_(Vpp)_uV,RMS_Noise_uV,Units_per_active_channel,LFP_amplitude_mV,LFP_amplitude_pk-to-pk_uV,LFP_bandpower_dB,Power_Spectral_Density_delta_dB,Power_Spectral_Density_theta_dB,Power_Spectral_Density_alpha_dB,Power_Spectral_Density_beta_dB,Power_Spectral_Density_low-gamma_dB,Power_Spectral_Density_high-gamma_dB,Histo_Primary_Antibodies,Histo_Secondary_Antibodies,Histo_Imaging_Method,Histo_Neuron_Density_CrossSection_count/cm^2,Histo_Neuron_Density_Longitudinal_meancounts,Histo_Distance_from_Implant_um,Histo_Depth_um,Intensity_NeuN_Sham,Intensity_NeuN_aSiC,Intensity_GFAP_Sham,Intensity_GFAP_aSiC,Intensity_CD68_Sham,Intensity_CD68_aSiC,Intensity_DAPI_Sham,Intensity_DAPI_aSiC,Delamination_%_Channels,OtherInfo
41,rayyan-66582653,"Cvancara, P 2020",Stability of flexible thin-film metallization stimulation electrodes: analysis of explants after first-in-human study and improvement of in vivo performance.,"Cvancara, P and Boretius, T and  Lopez-Alvarez, VM and Maciejasz, P and Andreu, D and Raspopovic, S and Petrini, F and Micera, S and Granata, G and Fernandez, E and Rossini, PM and Yoshida, K and Jensen, W and Divoux, JL and Guiraud, D and Navarro, X and Stieglitz, T",2020,7,10,10.1088/1741-2552/ab9a9a,32512544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,4,Rat,Sprague-Dawley,Not Reported,Subcutaneous,4,,,,,30,4,TIME-RMI,Polyimide,1,16,,,,,,,Pt/Ir/SIROF,,,,,,,12,350,11,3850,,,,,,,,Subcutaneous,,78,2,90,,,21,140,150,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.50%,
41,rayyan-66582653,"Cvancara, P 2020",Stability of flexible thin-film metallization stimulation electrodes: analysis of explants after first-in-human study and improvement of in vivo performance.,"Cvancara, P and Boretius, T and  Lopez-Alvarez, VM and Maciejasz, P and Andreu, D and Raspopovic, S and Petrini, F and Micera, S and Granata, G and Fernandez, E and Rossini, PM and Yoshida, K and Jensen, W and Divoux, JL and Guiraud, D and Navarro, X and Stieglitz, T",2020,7,10,10.1088/1741-2552/ab9a9a,32512544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,4,Rat,Sprague-Dawley,Not Reported,Subcutaneous,4,,,,,30,4,TIME-RMI-SiC,Polyimide/a-SiC,1,16,,,,,,,Pt/Ir/SIROF,,,,,,,12,350,11,3850,,,,,,,,Subcutaneous,,78,2,90,,,21,140,150,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,
41,rayyan-66582653,"Cvancara, P 2020",Stability of flexible thin-film metallization stimulation electrodes: analysis of explants after first-in-human study and improvement of in vivo performance.,"Cvancara, P and Boretius, T and  Lopez-Alvarez, VM and Maciejasz, P and Andreu, D and Raspopovic, S and Petrini, F and Micera, S and Granata, G and Fernandez, E and Rossini, PM and Yoshida, K and Jensen, W and Divoux, JL and Guiraud, D and Navarro, X and Stieglitz, T",2020,7,10,10.1088/1741-2552/ab9a9a,32512544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,1,Human,,Male,Median Nerve,2,,,Needle/Suture,,30,4.29,TIME-3 H,Polyimide,1,16,,,,,,,Pt/Ir/SIROF,80,,,5026.548246,,,12,350,11,3850,,,,,,,,,,,,,,,,,,,,,,,,,"VT trailing phase (40µA,300µs)",100000,100000,,,,,,0.084,,,,,,,,,50,89.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyimide-Platinum Interface,"Median Nerve = TIME 1; Risk assessment according to ISO 14971, from which reasonably low risk level for the patient was concluded. Additional data reporting in references: 14, 17, 18, 19, 21, 22, 23"
41,rayyan-66582653,"Cvancara, P 2020",Stability of flexible thin-film metallization stimulation electrodes: analysis of explants after first-in-human study and improvement of in vivo performance.,"Cvancara, P and Boretius, T and  Lopez-Alvarez, VM and Maciejasz, P and Andreu, D and Raspopovic, S and Petrini, F and Micera, S and Granata, G and Fernandez, E and Rossini, PM and Yoshida, K and Jensen, W and Divoux, JL and Guiraud, D and Navarro, X and Stieglitz, T",2020,7,10,10.1088/1741-2552/ab9a9a,32512544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,1,Human,,Male,Median Nerve,2,,,Needle/Suture,,30,4.29,TIME-3 H,Polyimide,1,16,,,,,,,Pt/Ir/SIROF,80,,,5026.548246,,,12,350,11,3850,,,,,,,,,,,,,,,,,,,,,,,,,"VT trailing phase (40µA,300µs)",100000,100000,,,,,,0.091,,,,,,,,,50,89.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyimide-Platinum Interface,"Median Nerve = TIME 2; Risk assessment according to ISO 14971, from which reasonably low risk level for the patient was concluded. Additional data reporting in references: 14, 17, 18, 19, 21, 22, 23"
41,rayyan-66582653,"Cvancara, P 2020",Stability of flexible thin-film metallization stimulation electrodes: analysis of explants after first-in-human study and improvement of in vivo performance.,"Cvancara, P and Boretius, T and  Lopez-Alvarez, VM and Maciejasz, P and Andreu, D and Raspopovic, S and Petrini, F and Micera, S and Granata, G and Fernandez, E and Rossini, PM and Yoshida, K and Jensen, W and Divoux, JL and Guiraud, D and Navarro, X and Stieglitz, T",2020,7,10,10.1088/1741-2552/ab9a9a,32512544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,1,Human,,Male,Ulnar Nerve,2,,,Needle/Suture,,30,4.29,TIME-3 H,Polyimide,1,16,,,,,,,Pt/Ir/SIROF,80,,,5026.548246,,,12,350,11,3850,,,,,,,,,,,,,,,,,,,,,,,,,"VT trailing phase (40µA,300µs)",100000,100000,,,,,,0.06,,,,,,,,,50,89.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyimide-Platinum Interface,"Ulnar Nerve = TIME 3; Risk assessment according to ISO 14971, from which reasonably low risk level for the patient was concluded. Additional data reporting in references: 14, 17, 18, 19, 21, 22, 23"
41,rayyan-66582653,"Cvancara, P 2020",Stability of flexible thin-film metallization stimulation electrodes: analysis of explants after first-in-human study and improvement of in vivo performance.,"Cvancara, P and Boretius, T and  Lopez-Alvarez, VM and Maciejasz, P and Andreu, D and Raspopovic, S and Petrini, F and Micera, S and Granata, G and Fernandez, E and Rossini, PM and Yoshida, K and Jensen, W and Divoux, JL and Guiraud, D and Navarro, X and Stieglitz, T",2020,7,10,10.1088/1741-2552/ab9a9a,32512544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,1,Human,,Male,Ulnar Nerve,2,,,Needle/Suture,,30,4.29,TIME-3 H,Polyimide,1,16,,,,,,,Pt/Ir/SIROF,80,,,5026.548246,,,12,350,11,3850,,,,,,,,,,,,,,,,,,,,,,,,,"VT trailing phase (40µA,300µs)",100000,100000,,,,,,0.089,,,,,,,,,50,89.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyimide-Platinum Interface,"Ulnar Nerve = TIME 4; Risk assessment according to ISO 14971, from which reasonably low risk level for the patient was concluded. Additional data reporting in references: 14, 17, 18, 19, 21, 22, 23"
47,rayyan-66582691,"Deku, F 2018a",Amorphous silicon carbide ultramicroelectrode arrays for neural stimulation and recording.,"Deku, F and Cohen, Y and Joshi-Imre, A and Kanneganti, A and Gardner, TJ and Cogan, SF",2018,2,1,10.1088/1741-2552/aa8f8b,28952963,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2010,1,Rat,Long Evans,Male,Motor Cortex,1,0.05,3,Polyethylene Glycol (PEG),,1,0,Intracortical,"Polyimide, a-SiC",16,16,,,,,,,Au/SIROF,,50,3,150,,,4,9,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,rayyan-66582691,"Deku, F 2018a",Amorphous silicon carbide ultramicroelectrode arrays for neural stimulation and recording.,"Deku, F and Cohen, Y and Joshi-Imre, A and Kanneganti, A and Gardner, TJ and Cogan, SF",2018,2,1,10.1088/1741-2552/aa8f8b,28952963,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2010,1,Zebra Finch,Australian,Male,"Basal Ganglia, Area X",1,,,Polyethylene Glycol (PEG),,1,0,Intracortical,"Polyimide, a-SiC",16,16,,,,,,,Pt,,50,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,rayyan-66582678,"Deku, F 2018b",Amorphous Silicon Carbide Platform for Next Generation Penetrating Neural Interface Designs.,"Deku, F and Frewin, CL and Stiller, A and Cohen, Y and Aqeel, S and Joshi-Imre, A and Black, B and Gardner, TJ and Pancrazio, JJ and Cogan, SF",2018,9,20,10.3390/mi9100480,30424413,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2010,3,Rat,Long Evans,Not Reported,Cortex,1,0.05,2,"NeuroNexus IST, PEG Coating",1.5,1,0,Intracortical,"Polyimide, a-SiC",16,16,,,,,,,Au/SIROF,,25,2,50,,,4,10,6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,43.75,24.1,179.4,8.9,0.617,,,,,,,,,,,,,,,,,,,,,,,,,,"Neural Recording: 0.1-7000 Hz (wideband), 40 kHz sampling, offline filtering 4pole Butterworth high-pass 250Hz; -4sigma threshold for RMS noise calculations, manual spike ID with 2D PCA Plexon offline sorter"
48,rayyan-66582678,"Deku, F 2018b",Amorphous Silicon Carbide Platform for Next Generation Penetrating Neural Interface Designs.,"Deku, F and Frewin, CL and Stiller, A and Cohen, Y and Aqeel, S and Joshi-Imre, A and Black, B and Gardner, TJ and Pancrazio, JJ and Cogan, SF",2018,9,20,10.3390/mi9100480,30424413,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2010,3,Rat,Long Evans,Not Reported,Cortex,1,0.05,2,"NeuroNexus IST, PEG Coating",1.5,1,0,Intracortical,"Polyimide, a-SiC",16,16,,,,,,,Au/SIROF,,25,2,50,,,4,7,6,42,,,0.35,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neural Recording: 0.1-7000 Hz (wideband), 40 kHz sampling, offline filtering 4pole Butterworth high-pass 250Hz; -4sigma threshold for RMS noise calculations, manual spike ID with 2D PCA Plexon offline sorter"
54,rayyan-66582693,"Diaz-Botia, C 2017b",A silicon carbide array for electrocorticography and peripheral nerve recording.,"Diaz-Botia, CA and Luna, LE and Neely, RM and Chamanzar, M and Carraro, C and Carmena, JM and Sabes, PN and Maboudian, R and Maharbiz, MM",2017,8,16,10.1088/1741-2552/aa7698,28573982,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2010,1,Rat,Long Evans,Male,Primary Visual Cortex,1,,0,,,1,0,ECoG,Polyimide,0,64,,,,,,,Pt/n-SiC/PtBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neural recording in response to visual stimuli presented on LCD monitor; drifting sinusoidal gratings at 100% contrast ratio; direction of motion randomly chosen between 45 and 360 degrees in 45 degree intervals; stimuli presented in trials consisting of a 2 s zero contrast display, followed by 2 s of a drifting grating at the randomly chosen orientation, followed again by a 2 s zero contrast display; trials repeated at 15 s intervals; control trials consisted of a zero contrast display during the stimulation period of the trial, (zero contrast display for the entire 6 s period)."""
54,rayyan-66582693,"Diaz-Botia, C 2017b",A silicon carbide array for electrocorticography and peripheral nerve recording.,"Diaz-Botia, CA and Luna, LE and Neely, RM and Chamanzar, M and Carraro, C and Carmena, JM and Sabes, PN and Maboudian, R and Maharbiz, MM",2017,8,16,10.1088/1741-2552/aa7698,28573982,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2010,1,Rat,Long Evans,Male,Primary Visual Cortex,1,,0,,,1,0,ECoG,"Polyimide, a-SiC",0,64,,,,,,,Pt/n-SiC/PtBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neural recording in response to visual stimuli presented on LCD monitor; drifting sinusoidal gratings at 100% contrast ratio; direction of motion randomly chosen between 45 and 360 degrees in 45 degree intervals; stimuli presented in trials consisting of a 2 s zero contrast display, followed by 2 s of a drifting grating at the randomly chosen orientation, followed again by a 2 s zero contrast display; trials repeated at 15 s intervals; control trials consisted of a zero contrast display during the stimulation period of the trial, (zero contrast display for the entire 6 s period)."""
54,rayyan-66582693,"Diaz-Botia, C 2017b",A silicon carbide array for electrocorticography and peripheral nerve recording.,"Diaz-Botia, CA and Luna, LE and Neely, RM and Chamanzar, M and Carraro, C and Carmena, JM and Sabes, PN and Maboudian, R and Maharbiz, MM",2017,8,16,10.1088/1741-2552/aa7698,28573982,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2010,1,Rat,Long Evans,Male,Sciatic Nerve,1,,0,,,1,0,Intracortical,"Polyimide, a-SiC",0,32,,,,,,,Pt/n-SiC/PtBlack,,,,,,,,,,,,,,,,,,Biceps Femoris,,,,,,,5,500,10,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neural recording in response to visual stimuli presented on LCD monitor; drifting sinusoidal gratings at 100% contrast ratio; direction of motion randomly chosen between 45 and 360 degrees in 45 degree intervals; stimuli presented in trials consisting of a 2 s zero contrast display, followed by 2 s of a drifting grating at the randomly chosen orientation, followed again by a 2 s zero contrast display; trials repeated at 15 s intervals; control trials consisted of a zero contrast display during the stimulation period of the trial, (zero contrast display for the entire 6 s period)."""
54,rayyan-66582693,"Diaz-Botia, C 2017b",A silicon carbide array for electrocorticography and peripheral nerve recording.,"Diaz-Botia, CA and Luna, LE and Neely, RM and Chamanzar, M and Carraro, C and Carmena, JM and Sabes, PN and Maboudian, R and Maharbiz, MM",2017,8,16,10.1088/1741-2552/aa7698,28573982,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2010,1,Rat,Long Evans,Male,Sciatic Nerve,1,,0,,,1,0,Intracortical,"Polyimide, a-SiC",0,32,,,,,,,Pt/n-SiC/PtBlack,,,,,,,,,,,,,,,,,,Biceps Femoris,,,,,,,12,1200,10,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neural recording in response to visual stimuli presented on LCD monitor; drifting sinusoidal gratings at 100% contrast ratio; direction of motion randomly chosen between 45 and 360 degrees in 45 degree intervals; stimuli presented in trials consisting of a 2 s zero contrast display, followed by 2 s of a drifting grating at the randomly chosen orientation, followed again by a 2 s zero contrast display; trials repeated at 15 s intervals; control trials consisted of a zero contrast display during the stimulation period of the trial, (zero contrast display for the entire 6 s period)."""
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Subcutaneous,8,,,,,,,Needle Electrode,,1,1,,,,,,,,,,,4.80E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,1,,,,,,,ECoG,,0,8,,,,,,,,,,,4.15E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,2,,,,,,,Intracortical,,1,8,,,,,,,Pt,,,,8.33E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,1,0.1,2.2,Actuated Neuroscience NeuralGlider (power not reported),,,,NeuroNexus A1x16,Silicon,1,16,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,1,0.1,2.2,Actuated Neuroscience NeuralGlider (power not reported),,,,Intracortical,"Polyimide, a-SiC",4,32,,,,,,,,,,,,,,,,8,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,1,,,,,,,Microwire,Tungsten,1,1,,,,,,,Tungsten,75,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,1,,,,,,,"Microwire, Bipolar",Tungsten,1,1,,,,,,,Tungsten,3,,,,,,,,,,,,,,,,1,,,,,,,,4,20,200,,10,,,,,,,,,,,,,,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,17,Pig,"Sus scrofa domesticus, Yorkshire cross",Male/Female,Cortex,1,,,,,,,"Microwire, Bipolar",Tungsten,1,1,,,,,,,Tungsten,3,,,,,,,,,,,,,,,,1,,,,,,,,8,40,200,,20,,,,,,,,,,,,,,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nissl, Luxol Fast Blue, Periodic Acid Schiff",,,,,,,,,,,,,,,,
58,rayyan-66582611,"Dobariya, A 2022",Recording of pig neuronal activity in the comparative context of the awake human brain.,"Dobariya, A. and El Ahmadieh, T.Y. and Good, L.B. and Hernandez-Reynoso, A.G. and Jakkamsetti, V. and Brown, R. and Dunbar, M. and Ding, K. and Luna, J. and Kallem, R.R. and Putnam, W.C. and Shelton, J.M. and Evers, B.M. and Azami, A. and Geramifard, N. and Cogan, S.F. and Mickey, B. and Pascual, J.M.",2022,9,15,10.1038/s41598-022-19688-2,36109613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2020,100,Human,,Male/Female,Cortex,,,,,,,,ECoG,,,,,,,,,,,,,,4.15E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,rayyan-66582623,"Faisal, S 2021",Non-invasive on-skin sensors for brain machine interfaces with epitaxial graphene.,"Faisal, SN and Amjadipour, M and Izzo, K and Singer, JA and Bendavid, A and Lin, CT and Iacopi, F",2021,12,23,10.1088/1741-2552/ac4085,34874291,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2020,5,Human,,Male,Forearm,,,,,,,,Skin Electrode,3C-SiC/Si,0,1,,,,,,,Epitaxial Graphene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.435,0.13,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
