key,refID,title,authors,year,month,day,doi,correction_doi,language,journal,abstract,notes,keywords,pubmed_id,SiC_Type,Application,review_article,amorphousSiC,otherSiC,crystalline_other_unspecified,crystalline_3C-SiC,crystalline_4H-SiC,crystalline_6H-SiC,NeuralEng,Biosensor,GlucoseSensor,Cardiovascular,Bone,DrugRelease,Electroporation,GeneralImplants,RadiationDetection,TissueEng,InVivo_animal,InVivo_human,MaterialProperties,FabricationMethods,BenchtopData,BiocompatibilityData,ExVivoData
rayyan-66583044,"Bolz, A 1996",Coating of cardiovascular stents with a semiconductor to improve their hemocompatibility,"Bolz, A and Amon, M and Ozbek, C and Heublein, B and Schaldach, M",1996,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC325330/,,eng,Texas Heart Institute Journal ,"Thrombogenesis on artificial surfaces can be described as an electron transfer reaction. To inhibit this oxidation process and thereby achieve high hemocompatibility, a surface requires semiconducting properties. However, because all known solid semiconductors are extremely brittle, the requirements for high hemocompatibility and mechanical stability cannot be met by any single material. Therefore, a hybrid design is introduced as a new approach to improve the hemocompatibility of cardiovascular stents.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Cardiovascular Stent | USER-NOTES: {""Rebecca""=>[""Confirm if paper includes SiC discussion.""]}","Amorphous
silicon carbide; angioplasty,
balloon/adverse effects;
biocompatible materials;
hemocompatibility; in vitro;
stents; vascular patency",8792547,amorphous,Cardiovascular,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
rayyan-66582668,"Bonaventura, G 2019",Biocompatibility between Silicon or Silicon Carbide surface and Neural Stem Cells.,"Bonaventura, G and Iemmolo, R and La Cognata, V and Zimbone, M and La Via, F and Fragala, ME and Barcellona, ML and Pellitteri, R and Cavallaro, S",2019,8,8,10.1038/s41598-019-48041-3,,eng,Scientific reports,"Silicon has been widely used as a material for microelectronic for more than 60 years, attracting considerable scientific interest as a promising tool for the manufacture of implantable medical devices in the context of neurodegenerative diseases. However, the use of such material involves responsibilities due to its toxicity, and researchers are pushing towards the generation of new classes of composite semiconductors, including the Silicon Carbide (3C-SiC). In the present work, we tested the biocompatibility of Silicon and 3C-SiC using an in vitro model of human neuronal stem cells derived from dental pulp (DP-NSCs) and mouse Olfactory Ensheathing Cells (OECs), a particular glial cell type showing stem cell characteristics. Specifically, we investigated the effects of 3C-SiC on neural cell morphology, viability and mitochondrial membrane potential. Data showed that both DP-NSCs and OECs, cultured on 3C-SiC, did not undergo consistent oxidative stress events and did not exhibit morphological modifications or adverse reactions in mitochondrial membrane potential. Our findings highlight the possibility to use Neural Stem Cells plated on 3C-SiC substrate as clinical tool for lesioned neural areas, paving the way for future perspectives in novel cell therapies for neuro-degenerated patients.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Neural Eng,Polycrystalline SiC,Biocompatibility, Cell Culture","Animals;Biocompatible Materials/*chemistry/pharmacology/therapeutic use;Carbon Compounds, Inorganic/chemistry/pharmacology;Cell Survival/drug effects;Humans;Mice;Neural Stem Cells/*drug effects;Neuroglia/drug effects;Neurons/*drug effects;Semiconductors;Silicon/*chemistry/pharmacology/therapeutic use;Silicon Compounds/chemistry/pharmacology;Surface Properties",31395932,3C-SiC ,Neural_Engineering,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
rayyan-66582961,"Bouravleuv, A 2024",Top-Down Formation of Biocompatible SiC Nanotubes,"Bouravleuv, AD and Kazakin, AN and Nashchekina, YA and Nashchekin, AV and Ubyyvovk, EV and Astrahanceva, VA and Osipov, AV and Svyatec, GV and Kukushkin, SA",2024,9,4,10.1134/S1063782624030035,,eng,SEMICONDUCTORS,"It was found that the synthesis of silicon carbide epitaxial layers on silicon by coordinated substitution of atoms can be accompanied by the formation of silicon carbide nanotubes growing deep into silicon substrates. That is, for the first time discovered a new ""top-down"" mechanism for the formation of silicon carbide nanotubes.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method","silicon carbide, nanotubes, vapor-liquid-crystal, nanostructure formation",,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66582849,"Bruckmann, H 1980","Carbon, a promising material in endoprosthetics. part 2: tribological properties.","Bruckmann, H and Keuscher, G and Hattinger, KJ",1980,4,,10.1016/0142-9612(80)90003-4,,eng,Biomaterials,"In a previous three types of carbon materials were presented. A basic study of their mechanical properties showed that two of these materials might be applicable for sliding parts of artificial joints such as ball and acetabular cup of a hip joint endoprosthesis. The materials are: (1) a high strength isotropic carbon and (2) a silicon carbide/carbon composite material. The results of relevant tribological investigations are given in this paper. Experimental methods applied consisted of ring-on-disc and ball-in-socket tests. Ring-on-disc tests were performed with specific loads of 10, 20 and 30 MN/m2. In the ball-in-socket tests the gap width was 0.075 and 0.1 mm but the load was adjusted in such a way that the compression stress in the contact area was constant at 6.6 MN/m2. The latter was experimentally measured and theoretically calculated with good accordance. Ringer's solution was used as a lubricant. In ring-on-disc tests the ring was made of the SiC/C and the disc of the isotropic carbon. In ball-in-socket tests balls of SiC/C and sockets os isotropic carbon were chosen. For comparison the combination CoCrMo alloy or Al2O3 as ball, and HDPE as socket, were tested under corresponding conditions. It is shown, that the special carbon materials can withstand the extreme tribological conditions of high specific load and low sliding velocity. Neither material suffers from fatigue wear. The coefficient of friction is below 0.1 even at a specific load of 30 MN/m2. The wear rate as determined with ring-on-disc test is lower than those of all known and proposed material combinations. The data with the carbon materials combination indicate a penetration of the ball into the acetabular cup of only 1 micrometer per year.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Material Properties,Benchtop/Soak Testing","*Biocompatible Materials;Biomechanical Phenomena;Hip Prosthesis/*instrumentation;Microscopy, Electron, Scanning;Stress, Mechanical;Temperature",7470559,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
rayyan-66582608,"Calderon, P 2022",Effect of Silicon Carbide Coating on Osteoblast Mineralization of Anodized Titanium Surfaces.,"Calderon, PDS and Rocha, FRG and Xia, X and Camargo, SEA and Pascoal, ALB and Chiu, CW and Ren, F and Ghivizzani, S and Esquivel-Upshaw, JF",2022,11,16,10.3390/jfb13040247,,eng,Journal of functional biomaterials,"The objective of this study was to evaluate the influence of the titanium nanotube diameter and the effect of silicon carbide (SiC) coating on the proliferation and mineralization of pre-osteoblasts on titanium nanostructured surfaces. Anodized titanium sheets with nanotube diameters of 50 and 100 nm were used. The following four groups were tested in the study: (1) non-coated 50 nm nanotubes; (2) SiC-coated 50 nm titanium nanotubes; (3) non-coated 100 nm nanotubes and (4) SiC-coated 100 nm nanotubes. The biocompatibility and cytotoxicity of pre-osteoblasts were evaluated using a CellTiter-BlueCell Viability assay after 1, 2, and 3 days. After 3 days, cells attached to the surface were observed by SEM. Pre-osteoblast mineralization was determined using Alizarin-Red staining solution after 21 days of cultivation. Data were analyzed by a Kruskalâˆ’Wallis test at a p-value of 0.05. The results evidenced biocompatibility and non-cytotoxicity of both 50 and 100 nm diameter coated and non-coated surfaces after 1, 2 and 3 days. The statistical analysis indicates a statistically significant higher cell growth at 3 days (p < 0.05). SEM images after 3 days demonstrated flattened-shaped cells without any noticeable difference in the phenotypes between different diameters or surface treatments. After 21 days of induced osteogenic differentiation, the statistical analysis indicates significantly higher osteoblast calcification on coated groups of both diameters when compared with non-coated groups (p < 0.05). Based on these results, we can conclude that the titanium nanotube diameter did not play any role on cell viability or mineralization of pre-osteoblasts on SiC-coated or non-coated titanium nanotube sheets. The SiC coating demonstrated biocompatibility and non-cytotoxicity and contributed to an increase in osteoblast mineralization on titanium nanostructured surfaces when compared to non-coated groups.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Biocompatibility, Cell Culture","nanotechnology, dental implants, biocompatible coated materials, bone mineralization",36412888,amorphous,Bone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
rayyan-66582652,"Camargo, S 2020",Novel Coatings to Minimize Bacterial Adhesion and Promote Osteoblast Activity for Titanium Implants.,"Camargo, SEA and Roy, T and Carey, Iv PH and Fares, C and Ren, F and Clark, AE and Esquivel-Upshaw, JF",2020,6,20,10.3390/jfb11020042,,eng,Journal of functional biomaterials,"Titanium nitride (TiN) and silicon carbide (SiC) adhesion properties to biofilm and the proliferation of human osteoblasts were studied. Quaternized titanium nitride (QTiN) was produced by converting the surface nitrogen on TiN to a positive charge through a quaternization process to further improve the antibacterial efficiency. The SiC required a nitridation within the plasma chamber of the surface layer before quaternization could be carried out to produce quaternized SiC (QSiC). The antimicrobial activity was evaluated on the reference strains of Porphyromonas gingivalis for 4 h by fluorescence microscopy using a live/dead viability kit. All the coatings exhibited a lower biofilm coverage compared to the uncoated samples (Ti-85.2%; TiN-24.22%; QTiN-11.4%; SiC-9.1%; QSiC-9.74%). Scanning Electron Microscope (SEM) images confirmed the reduction in P. gingivalis bacteria on the SiC and TiN-coated groups. After 24 h of osteoblast cultivation on the samples, the cell adhesion was observed on all the coated and uncoated groups. Fluorescence images demonstrated that the osteoblast cells adhered and proliferated on the surfaces. TiN and SiC coatings can inhibit the attachment of Porphyromonas gingivalis and promote osteoblast adhesion on the titanium used for implants. These coatings may possess the ability to prevent the development of peri-implantitis and stimulate osteointegration.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Biocompatibility, Cell Culture",antimicrobial; implant; coating; cell adhesion; SiC; TiN,32560139,other,Implants_General,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
rayyan-66582639,"Camargo, S 2021a",Novel Coatings to Minimize Corrosion of Titanium in Oral Biofilm.,"Camargo, SEA and Roy, T and Xia, X and Fares, C and Hsu, SM and Ren, F and Clark, AE and Neal, D and Esquivel-Upshaw, JF",2021,1,12,10.3390/ma14020342,,eng,"Materials (Basel, Switzerland)","The aim of this work is to investigate the effects produced by polymicrobial biofilm (Porphyromonas gingivalis, Streptococcus mutans, Streptococcus sanguinis, and Streptococcus salivarius) on the corrosion behavior of titanium dental implants. Pure titanium disks were polished and coated with titanium nitride (TiN) and silicon carbide (SiC) along with their quarternized versions. Next, the disks were cultivated in culture medium (BHI) with P. gingivalis, S. mutans, S. sanguinis, and S. salivarius and incubated anaerobically at 37 Â°C for 30 days. Titanium corrosion was evaluated through surface observation using Scanning Electron Microscope (SEM) and Atomic Force Microscopy (AFM). Furthermore, the Ti release in the medium was evaluated by Inductively Coupled Plasma Mass Spectrometry (ICP-MS). SEM images showed that coated Ti disks exhibited lower corrosion compared to non-coated disks, except for the quartenized TiN. This was confirmed by AFM, where the roughness was higher in non-coated Ti disks. ICP showed that Ti levels were low in all coating disks. These results indicate that these SiC and TiN-based coatings could be a useful tool to reduce surface corrosion on titanium implant surfaces.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Biocompatibility, Cell Culture",corrosion; implant; coating; SiC; TiN,33445481,amorphous,Implants_General,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
rayyan-66582629,"Camargo, S 2021b",Nanostructured Surfaces to Promote Osteoblast Proliferation and Minimize Bacterial Adhesion on Titanium.,"Camargo, SEA and Xia, X and Fares, C and Ren, F and Hsu, SM and Budei, D and Aravindraja, C and Kesavalu, L and Esquivel-Upshaw, JF",2021,8,4,10.3390/ma14164357,,eng,"Materials (Basel, Switzerland)","The objective of this study was to investigate the potential of titanium nanotubes to promote the proliferation of human osteoblasts and to reduce monomicrobial biofilm adhesion. A secondary objective was to determine the effect of silicon carbide (SiC) on these nanostructured surfaces. Anodized titanium sheets with 100-150 nm nanotubes were either coated or not coated with SiC. After 24 h of osteoblast cultivation on the samples, cells were observed on all titanium sheets by SEM. In addition, the cytotoxicity was evaluated by CellTiter-BlueCell assay after 1, 3, and 7 days. The samples were also cultivated in culture medium with microorganisms incubated anaerobically with respective predominant periodontal bacteria viz. Porphyromonas gingivalis, Treponema denticola, and Tannerella forsythia as monoinfection at 37 Â°C for 30 days. The biofilm adhesion and coverage were evaluated through surface observation using Scanning Electron Microscopy (SEM). The results demonstrate that Ti nanostructured surfaces induced more cell proliferation after seven days. All groups presented no cytotoxic effects on human osteoblasts. In addition, SEM images illustrate that Ti nanostructured surfaces exhibited lower biofilm coverage compared to the reference samples. These results indicate that Ti nanotubes promoted osteoblasts proliferation and induced cell proliferation on the surface, compared with the controls. Ti nanotubes also reduced biofilm adhesion on titanium implant surfaces.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Biocompatibility, Cell Culture","nanotubes, implant, osteoblasts, coating, SiC",34442878,amorphous,Bone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
rayyan-66582766,"Cappi, B 2010",Cytocompatibility of high strength non-oxide ceramics.,"Cappi, B and Neuss, S and Salber, J and Telle, R and Knuchel, R and Fischer, H",2010,3,1,10.1002/jbm.a.32527,,eng,Journal of biomedical materials research. Part A,"Oxide ceramic materials like alumina (Al(2)O(3)) and zirconia (ZrO(2)) are frequently used for medical applications like implants and prostheses because of their excellent biocompatibility and high wear resistance. Unfortunately, oxide ceramics cannot be used for minimal invasive thin-walled implants like resurfacing hip prostheses because of their limited strength. The hypothesis of this study is that non-oxide ceramics like silicon nitride (Si(3)N(4)) and silicon carbide (SiC)-not previously used in the medical field-are not only high strength and mechanically reliable ceramic materials due to their high amount of covalent bonds, but also exhibit a suitable biocompatibility for use as medical implants and prostheses. Mechanical investigations and cell culture tests with mouse fibroblast cells (L929) and human mesenchymal stem cells (hMSC) were performed on the ceramics. An excellent cytocompatibility was demonstrated by live/dead stainings for both L929 cells and hMSC. HMSC were able to differentiate towards osteoblasts on all tested ceramics. The determined strength of silicon nitride and silicon carbide was shown as significantly higher than that of oxide ceramics. Our results indicate that the high strength non-oxide ceramics are material candidates in the future especially for highly loaded, thin-walled implants like ceramic resurfacing hip prostheses.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Biocompatibility, Cell Culture","Animals;Cell Adhesion/drug effects;Cell Death/drug effects;Cell Proliferation/drug effects;Cells, Cultured;Ceramics/*pharmacology;Fibroblasts/*cytology/*drug effects;Humans;*Materials Testing;Mesenchymal Stem Cells/*cytology/*drug effects;Mice;Osteogenesis/drug effects;Oxides;Surface Properties/drug effects",19484770,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
rayyan-66582805,"Carrie, D 2007",Initial and follow-up results of the Tenax coronary stent.,"Carrie, D and Khalifé, K and Hamon, M and Citron, B and Monassier, JP and Sabatier, R and Lipiecky, J and Mourali, S and Sarfaty, L and Elbaz, M and Fourcade, J and Puel, J",2007,6,,10.1111/j.1540-8183.2001.tb00702.x,,eng,Journal of interventional cardiology,"The Tenax coronary stent is laser sculpted from high precision 316 L stainless steel using advanced production procedures. An a-SiC: H (hydrogen-rich amorphous silicon carbide) coating reduces its thrombogenicity and improves its biocompatibility. From April to July 1998, 266 stents were implanted in 241 patients (aged 62.7 +/- 10.5 years) in five centers. The clinical indication for intervention was unstable angina (33.2%) and recent myocardial infarction (29.5%) in many cases. Most lesions (53.8%) had complex characteristics (Class B2 or C). The target vessel was the LAD in 42.5% and the right coronary artery in 36.8% of all cases. Four primary stent deployment failures occurred and implantation was successful in 259 (97.4%) of 266 stents. No death and no Q-wave myocardial infarction or emergency CABG occurred during hospital stay. Clinical success, defined as successful deployment without procedural or clinical event, was achieved in 230 (95.4%) of 241 patients. One-year clinical follow-up shows a low need for target lesion revascularization (17/237 [7.1%] patients) and a 15.8% rate of major adverse cardiac events (36/237 patients). The clinical and angiographic outcomes of our study suggest that the hybrid, amorphous hydrogenated silicon carbide coated design is promising and merits further evaluation in larger clinical trials.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,In Vivo Data,Cardiovascular Stent","Tenax stent, amorphous silicon carbide, restenosis, thrombosis, angioplasty, coronary artery disease, biocompatibility, percutaneous coronary intervention",12053317,amorphous,Cardiovascular,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
rayyan-66583038,"Catellani, A 2007",Modifications of cubic SiC surfaces studied by <i>ab initio</i> simulations:: from gas adsorption to organic functionalization,"Catellani, A and Cicero, G",2007,10,5,10.1088/0022-3727/40/20/S07,,eng,JOURNAL OF PHYSICS D-APPLIED PHYSICS,"The ability to manipulate semiconductor surfaces and interfaces has gained significant attention in the past few years, in particular to design novel routes for the development of sensors and new materials, like intelligent tissues, for bio- physics applications. In this paper, we review some recent results on the atomic manipulation of cubic silicon carbide ( SiC) surfaces, as obtained by ab initio simulations, and compare them with the available experimental data. The main focus will be the study of the interaction and adsorption mechanism of simple molecules on SiC surfaces. SiC, and in particular the cubic polytype, is a wide- gap semiconductor, that for its inertness and transparency has been and still is considered a leading candidate material for biocompatible devices.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Review,Fabrication Method,Material Properties,Polycrystalline SiC",,,3C-SiC,#N/A,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
rayyan-66582657,"Chandrasekhar, J 2020",1-Year Clinical Outcomes of AllÂ ComersÂ Treated With 2 Bioresorbable Polymer-Coated Sirolimus-Eluting Stents: Propensity Score-Matched Comparison of the COMBO and Ultrathin-Strut Orsiro Stents.,"Chandrasekhar, J and Kok, MM and Kalkman, DN and Aquino, MB and Zocca, P and Woudstra, P and Beijk, MA and Kerkmeijer, LS and Sartori, S and Baber, U and Tijssen, JG and Koch, KT and Dangas, GD and Colombo, A and Pocock, S and von Birgelen, C and Mehran, R and de Winter, RJ",2020,4,13,10.1016/j.jcin.2019.11.023,,eng,JACC. Cardiovascular interventions,"OBJECTIVES: The aim of this study was to determine 1-year safety and efficacy after treatment with the COMBO and Orsiro stents. BACKGROUND: The COMBO stainless-steel stent has an anti-CD34(+) antibody coating to capture endothelial progenitor cells, thereby promoting faster endothelialization. The Orsiro is an ultrathin-strut cobalt-chromium stent, covered by an extremely thin layer of amorphous silicon carbide to minimize ion leakage. Both devices elute sirolimus from biodegradable polymers. METHODS: For this analysis we included European patients from the COMBO collaboration, a patient-level pooling of 2Â prospective all-comers registries of COMBO stent implantation (nÂ =Â 2,775), and all patients randomized to the Orsiro stent (nÂ =Â 1,169) from the Dutch BIO-RESORT (Comparison of Biodegradable Polymer and Durable Polymer Drug-Eluting Stents in an All Comers Population) randomized trial. The main outcome of interest was 1-year target lesion failure, a composite of cardiac death, target vessel myocardial infarction, and clinically driven target lesion revascularization evaluated using propensity score-matched analysis. RESULTS: At baseline, COMBO patients were older and had more insulin-treated diabetes, renal insufficiency, and other comorbidities. However, Orsiro patients included more current smokers and more acute coronary syndrome presentations. Orsiro patients also received longer stents and had more complex target lesions. After propensity score-matched analysis (nÂ =Â 862/arm), 1-year target lesion failure occurred in 4.1% of COMBO-treated and 2.7% of Orsiro-treated patients (hazard ratio: 1.55; 95% confidence interval: 0.92 to 2.62; pÂ =Â 0.10). Definite stent thrombosis occurred in 0.5% of COMBO-treated and 0.5% of Orsiro-treated patients (pÂ =Â 0.99). CONCLUSIONS: A propensity score-matched comparison of all comers treated with the COMBO or Orsiro stent showed no statistically significant differences. Stent thrombosis risk was low and similar between the stents. (Comparison of Biodegradable Polymer and Durable Polymer Drug-Eluting Stents in an All Comers Population [BIO-RESORT], NCT01674803; MASCOT-Post Marketing Registry [MASCOT], NCT02183454; Prospective Registry to Assess the Long-term Safety and Performance of the Combo Stent [REMEDEE Reg], NCT01874002).","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: a-SiC,In Vivo Data,Cardiovascular Stent","*Absorbable Implants;Aged;Cardiovascular Agents/*administration & dosage/adverse effects;Coronary Artery Disease/diagnostic imaging/mortality/*therapy;Coronary Thrombosis/etiology;Databases, Factual;*Drug-Eluting Stents;Europe;Female;Humans;Male;Middle Aged;Percutaneous Coronary Intervention/adverse effects/*instrumentation/mortality;Polymers/*chemistry;Propensity Score;Prosthesis Design;Randomized Controlled Trials as Topic;Registries;Risk Assessment;Risk Factors;Sirolimus/*administration & dosage/adverse effects;Time Factors;Treatment Outcome",32273094,amorphous,Cardiovascular,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66582685,"Chen, F 2018",Cellular toxicity of silicon carbide nanomaterials as a function of morphology.,"Chen, F and Li, G and Zhao, ER and Li, J and Hableel, G and Lemaster, JE and Bai, Y and Sen, GL and Jokerst, JV",2018,6,22,10.1016/j.biomaterials.2018.06.027,,eng,Biomaterials,"Silicon carbide has been shown to be biocompatible and is used as a coating material for implanted medical devices to prevent biofilms. Silicon carbide nanomaterials are also promising in cell tracking due to their stable and strong luminescence, but more comprehensive studies of this material on the nanoscale are needed. Here, we studied the toxicity of silicon carbide nanomaterials on human mesenchymal stem cells in terms of metabolism, viability, adhesion, proliferation, migration, oxidative stress, and differentiation ability. We compared two different shapes and found that silicon carbide nanowires are toxic to human mesenchymal stem cells but not to cancer cell lines at the concentration of 0.1â€¯mg/mL. Control silicon carbide nanoparticles were biocompatible to human mesenchymal stem cells at 0.1â€¯mg/mL. We studied the potential mechanistic effect of silicon carbide nanowires on human mesenchymal stem cells' phenotype, cytokine secretion, and gene expression. These findings suggest that the toxic effect of silicon carbide nanomaterials to human mesenchymal stem cells are dependent on morphology.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Fabrication Method,Biocompatibility, Cell Culture","Carbon Compounds, Inorganic/*chemistry;Cell Adhesion/physiology;Cell Movement/physiology;Cell Proliferation/physiology;Cell Survival/physiology;Cytokines/chemistry;Humans;Mesenchymal Stem Cells/cytology;Nanostructures/*chemistry;Nanowires/*chemistry;Oxidative Stress/physiology;Silicon Compounds/*chemistry",29980075,other,#N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
rayyan-66582675,"Chen, F 2019",Silicon Carbide Nanoparticles as a Photoacoustic and Photoluminescent Dual-Imaging Contrast Agent for Long-Term Cell Tracking.,"Chen, F and Zhao, ER and Hu, T and Shi, Y and Sirbuly, DJ and Jokerst, JV",2019,7,25,10.1039/c9na00237e,,eng,Nanoscale advances,"Silicon carbide nanoparticles (SiCNPs) are durable, physically resilient, chemically inert, and biocompatible. Silicon carbide particles smaller than 10 nm show photoluminescence due to quantum confinement effects and have been reported in imaging different cell lines. To further explore the potential of silicon carbide nanomaterials in cell imaging, we studied the photoluminescence and photoacoustic properties of three SiCNPs of approximately 30, 80, and 620 nm. All these SiCNPs show photoluminescence and photoacoustic signals; and the 620 nm silicon carbide nanoparticles (SiCNP620) show the highest photoluminescence and photoacoustic intensity. The SiCNP620 are biocompatible with good cell labeling capacity. They could image mesenchymal stem cells in vitro for more than 20 days via photoluminescence even when the cells were differentiated into adipocytes and osteocytes. The same SiCNP620 could also produce photoacoustic signals and track stem cells in vivo for over 14 days.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: General SiC,Biocompatibility, Cell Culture",,33313479,3C-SiC,Tissue_Engineering,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rayyan-66582618,"Chen, X 2022",Fabrication of porous gehlenite coating on Al(2)O(3)-ZrO(2)-SiC composite ceramics and its in vitro biological activities.,"Chen, X and Li, J and Gu, S and Wu, Z and Wen, F and Luo, L and Li, J and Chen, Y",2022,7,1,10.1177/08853282221076226,,eng,Journal of biomaterials applications,"Porous gehlenite coatings on Al(2)O(3)-ZrO(2)-SiC composite ceramics were prepared by electro-spraying technique combined with reactive sintering method. The influences of gehlenite coating on the mechanical property of the ceramics and biological activity of the coating were investigated. The results indicated that the gehlenite coating has limited influences on flexural strength and fracture toughness of the ceramics, and the coating has elastic modulus of 82Â GPa, hardness of 2.2 GPa, and adhesive strength of 1512Â mN, suggesting its potential application in load-bearing ceramic implants. Simulated body fluid soaking test, CCK-8 and alkaline phosphatase activity assay demonstrated that the porous gehlenite coating has strong mineralization ability, which promotes proliferation and differentiation of MC3T3-E1 cells. These excellent biological performances can be attributed to the synergistic effect of the porous surface of the coating and its release of Ca(2+) and Si(4+).","RAYYAN-INCLUSION: {""Rebecca""=>""Included""} | RAYYAN-LABELS: Dental,General SiC,Material Properties,Benchtop/Soak Testing",Ceramics;Hardness;Materials Testing;Porosity;Surface Properties;*Zirconium,35321568,other,Bone,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
